Date,Time,Weather,Parking
Monday,0745 - 0800,sunny,Spot C
Monday,0800 - 0815,sunny,Spot C
Monday,0815 - 0830,sunny,Spot C
Monday,0830 - 0845,sunny,Spot C
Monday,0845 - 0900,sunny,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,sunny,Spot C
Thursday,0715 - 0730,sunny,Spot C
Thursday,0730 - 0745,sunny,Spot C
Thursday,0745 - 0800,sunny,Spot C
Thursday,0800 - 0815,sunny,Spot C
Thursday,0815 - 0830,sunny,Spot C
Thursday,0830 - 0845,sunny,Spot C
Thursday,0845 - 0900,sunny,Spot C
Friday,0700 - 0715,sunny,Spot C
Friday,0715 - 0730,sunny,Spot C
Friday,0730 - 0745,sunny,Spot C
Friday,0745 - 0800,sunny,Spot C
Friday,0800 - 0815,sunny,Spot C
Friday,0815 - 0830,sunny,Spot C
Friday,0830 - 0845,sunny,Spot C
Friday,0845 - 0900,sunny,Spot C
Saturday,0700 - 0715,rainy,Spot C
Saturday,0715 - 0730,rainy,Spot C
Saturday,0730 - 0745,rainy,Spot C
Saturday,0745 - 0800,rainy,Spot C
Saturday,0800 - 0815,rainy,Spot C
Saturday,0815 - 0830,rainy,Spot C
Saturday,0830 - 0845,rainy,Spot C
Saturday,0845 - 0900,rainy,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,sunny,Spot C
Monday,0715 - 0730,sunny,Spot C
Monday,0730 - 0745,sunny,Spot C
Monday,0745 - 0800,sunny,Spot C
Monday,0800 - 0815,sunny,Spot C
Monday,0815 - 0830,sunny,Spot C
Monday,0830 - 0845,sunny,Spot C
Monday,0845 - 0900,sunny,Spot C
Tuesday,0700 - 0715,cloudy,Spot C
Tuesday,0715 - 0730,cloudy,Spot C
Tuesday,0730 - 0745,cloudy,Spot C
Tuesday,0745 - 0800,cloudy,Spot C
Tuesday,0800 - 0815,cloudy,Spot C
Tuesday,0815 - 0830,cloudy,Spot C
Tuesday,0830 - 0845,cloudy,Spot C
Tuesday,0845 - 0900,cloudy,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,rainy,Spot C
Thursday,0715 - 0730,rainy,Spot C
Thursday,0730 - 0745,rainy,Spot C
Thursday,0745 - 0800,rainy,Spot C
Thursday,0800 - 0815,rainy,Spot C
Thursday,0815 - 0830,rainy,Spot C
Thursday,0830 - 0845,rainy,Spot C
Thursday,0845 - 0900,rainy,Spot C
Friday,0700 - 0715,cloudy,Spot C
Friday,0715 - 0730,cloudy,Spot C
Friday,0730 - 0745,cloudy,Spot C
Friday,0745 - 0800,cloudy,Spot C
Friday,0800 - 0815,cloudy,Spot C
Friday,0815 - 0830,cloudy,Spot C
Friday,0830 - 0845,cloudy,Spot C
Friday,0845 - 0900,cloudy,Spot C
Saturday,0700 - 0715,rainy,Spot C
Saturday,0715 - 0730,rainy,Spot C
Saturday,0730 - 0745,rainy,Spot C
Saturday,0745 - 0800,rainy,Spot C
Saturday,0800 - 0815,rainy,Spot C
Saturday,0815 - 0830,rainy,Spot C
Saturday,0830 - 0845,rainy,Spot C
Saturday,0845 - 0900,rainy,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,rainy,Spot C
Monday,0715 - 0730,rainy,Spot C
Monday,0730 - 0745,rainy,Spot C
Monday,0745 - 0800,rainy,Spot C
Monday,0800 - 0815,rainy,Spot C
Monday,0815 - 0830,rainy,Spot C
Monday,0830 - 0845,rainy,Spot C
Monday,0845 - 0900,rainy,Spot C
Tuesday,0700 - 0715,cloudy,Spot C
Tuesday,0715 - 0730,cloudy,Spot C
Tuesday,0730 - 0745,cloudy,Spot C
Tuesday,0745 - 0800,cloudy,Spot C
Tuesday,0800 - 0815,cloudy,Spot C
Tuesday,0815 - 0830,cloudy,Spot C
Tuesday,0830 - 0845,cloudy,Spot C
Tuesday,0845 - 0900,cloudy,Spot C
Wednesday,0700 - 0715,cloudy,Spot C
Wednesday,0715 - 0730,cloudy,Spot C
Wednesday,0730 - 0745,cloudy,Spot C
Wednesday,0745 - 0800,cloudy,Spot C
Wednesday,0800 - 0815,cloudy,Spot C
Wednesday,0815 - 0830,cloudy,Spot C
Wednesday,0830 - 0845,cloudy,Spot C
Wednesday,0845 - 0900,cloudy,Spot C
Thursday,0700 - 0715,cloudy,Spot C
Thursday,0715 - 0730,cloudy,Spot C
Thursday,0730 - 0745,cloudy,Spot C
Thursday,0745 - 0800,cloudy,Spot C
Thursday,0800 - 0815,cloudy,Spot C
Thursday,0815 - 0830,cloudy,Spot C
Thursday,0830 - 0845,cloudy,Spot C
Thursday,0845 - 0900,cloudy,Spot C
Friday,0700 - 0715,cloudy,Spot C
Friday,0715 - 0730,cloudy,Spot C
Friday,0730 - 0745,cloudy,Spot C
Friday,0745 - 0800,cloudy,Spot C
Friday,0800 - 0815,cloudy,Spot C
Friday,0815 - 0830,cloudy,Spot C
Friday,0830 - 0845,cloudy,Spot C
Friday,0845 - 0900,cloudy,Spot C
Saturday,0700 - 0715,cloudy,Spot C
Saturday,0715 - 0730,cloudy,Spot C
Saturday,0730 - 0745,cloudy,Spot C
Saturday,0745 - 0800,cloudy,Spot C
Saturday,0800 - 0815,cloudy,Spot C
Saturday,0815 - 0830,cloudy,Spot C
Saturday,0830 - 0845,cloudy,Spot C
Saturday,0845 - 0900,cloudy,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,sunny,Spot C
Monday,0715 - 0730,sunny,Spot C
Monday,0730 - 0745,sunny,Spot C
Monday,0745 - 0800,sunny,Spot C
Monday,0800 - 0815,sunny,Spot C
Monday,0815 - 0830,sunny,Spot C
Monday,0830 - 0845,sunny,Spot C
Monday,0845 - 0900,sunny,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,cloudy,Spot C
Wednesday,0715 - 0730,cloudy,Spot C
Wednesday,0730 - 0745,cloudy,Spot C
Wednesday,0745 - 0800,cloudy,Spot C
Wednesday,0800 - 0815,cloudy,Spot C
Wednesday,0815 - 0830,cloudy,Spot C
Wednesday,0830 - 0845,cloudy,Spot C
Wednesday,0845 - 0900,cloudy,Spot C
Thursday,0700 - 0715,sunny,Spot C
Thursday,0715 - 0730,sunny,Spot C
Thursday,0730 - 0745,sunny,Spot C
Thursday,0745 - 0800,sunny,Spot C
Thursday,0800 - 0815,sunny,Spot C
Thursday,0815 - 0830,sunny,Spot C
Thursday,0830 - 0845,sunny,Spot C
Thursday,0845 - 0900,sunny,Spot C
Friday,0700 - 0715,sunny,Spot C
Friday,0715 - 0730,sunny,Spot C
Friday,0730 - 0745,sunny,Spot C
Friday,0745 - 0800,sunny,Spot C
Friday,0800 - 0815,sunny,Spot C
Friday,0815 - 0830,sunny,Spot C
Friday,0830 - 0845,sunny,Spot C
Friday,0845 - 0900,sunny,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,cloudy,Spot C
Monday,0715 - 0730,cloudy,Spot C
Monday,0730 - 0745,cloudy,Spot C
Monday,0745 - 0800,cloudy,Spot C
Monday,0800 - 0815,cloudy,Spot C
Monday,0815 - 0830,cloudy,Spot C
Monday,0830 - 0845,cloudy,Spot C
Monday,0845 - 0900,cloudy,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,cloudy,Spot C
Wednesday,0715 - 0730,cloudy,Spot C
Wednesday,0730 - 0745,cloudy,Spot C
Wednesday,0745 - 0800,cloudy,Spot C
Wednesday,0800 - 0815,cloudy,Spot C
Wednesday,0815 - 0830,cloudy,Spot C
Wednesday,0830 - 0845,cloudy,Spot C
Wednesday,0845 - 0900,cloudy,Spot C
Thursday,0700 - 0715,sunny,Spot C
Thursday,0715 - 0730,sunny,Spot C
Thursday,0730 - 0745,sunny,Spot C
Thursday,0745 - 0800,sunny,Spot C
Thursday,0800 - 0815,sunny,Spot C
Thursday,0815 - 0830,sunny,Spot C
Thursday,0830 - 0845,sunny,Spot C
Thursday,0845 - 0900,sunny,Spot C
Friday,0700 - 0715,cloudy,Spot C
Friday,0715 - 0730,cloudy,Spot C
Friday,0730 - 0745,cloudy,Spot C
Friday,0745 - 0800,cloudy,Spot C
Friday,0800 - 0815,cloudy,Spot C
Friday,0815 - 0830,cloudy,Spot C
Friday,0830 - 0845,cloudy,Spot C
Friday,0845 - 0900,cloudy,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,cloudy,Spot C
Monday,0715 - 0730,cloudy,Spot C
Monday,0730 - 0745,cloudy,Spot C
Monday,0745 - 0800,cloudy,Spot C
Monday,0800 - 0815,cloudy,Spot C
Monday,0815 - 0830,cloudy,Spot C
Monday,0830 - 0845,cloudy,Spot C
Monday,0845 - 0900,cloudy,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,rainy,Spot C
Thursday,0715 - 0730,rainy,Spot C
Thursday,0730 - 0745,rainy,Spot C
Thursday,0745 - 0800,rainy,Spot C
Thursday,0800 - 0815,rainy,Spot C
Thursday,0815 - 0830,rainy,Spot C
Thursday,0830 - 0845,rainy,Spot C
Thursday,0845 - 0900,rainy,Spot C
Friday,0700 - 0715,cloudy,Spot C
Friday,0715 - 0730,cloudy,Spot C
Friday,0730 - 0745,cloudy,Spot C
Friday,0745 - 0800,cloudy,Spot C
Friday,0800 - 0815,cloudy,Spot C
Friday,0815 - 0830,cloudy,Spot C
Friday,0830 - 0845,cloudy,Spot C
Friday,0845 - 0900,cloudy,Spot C
Saturday,0700 - 0715,cloudy,Spot C
Saturday,0715 - 0730,cloudy,Spot C
Saturday,0730 - 0745,cloudy,Spot C
Saturday,0745 - 0800,cloudy,Spot C
Saturday,0800 - 0815,cloudy,Spot C
Saturday,0815 - 0830,cloudy,Spot C
Saturday,0830 - 0845,cloudy,Spot C
Saturday,0845 - 0900,cloudy,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,cloudy,Spot C
Monday,0715 - 0730,cloudy,Spot C
Monday,0730 - 0745,cloudy,Spot C
Monday,0745 - 0800,cloudy,Spot C
Monday,0800 - 0815,cloudy,Spot C
Monday,0815 - 0830,cloudy,Spot C
Monday,0830 - 0845,cloudy,Spot C
Monday,0845 - 0900,cloudy,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,sunny,Spot C
Thursday,0715 - 0730,sunny,Spot C
Thursday,0730 - 0745,sunny,Spot C
Thursday,0745 - 0800,sunny,Spot C
Thursday,0800 - 0815,sunny,Spot C
Thursday,0815 - 0830,sunny,Spot C
Thursday,0830 - 0845,sunny,Spot C
Thursday,0845 - 0900,sunny,Spot C
Friday,0700 - 0715,rainy,Spot C
Friday,0715 - 0730,rainy,Spot C
Friday,0730 - 0745,rainy,Spot C
Friday,0745 - 0800,rainy,Spot C
Friday,0800 - 0815,rainy,Spot C
Friday,0815 - 0830,rainy,Spot C
Friday,0830 - 0845,rainy,Spot C
Friday,0845 - 0900,rainy,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,cloudy,Spot C
Sunday,0715 - 0730,cloudy,Spot C
Sunday,0730 - 0745,cloudy,Spot C
Sunday,0745 - 0800,cloudy,Spot C
Sunday,0800 - 0815,cloudy,Spot C
Sunday,0815 - 0830,cloudy,Spot C
Sunday,0830 - 0845,cloudy,Spot C
Sunday,0845 - 0900,cloudy,Spot C
Monday,0700 - 0715,cloudy,Spot C
Monday,0715 - 0730,cloudy,Spot C
Monday,0730 - 0745,cloudy,Spot C
Monday,0745 - 0800,cloudy,Spot C
Monday,0800 - 0815,cloudy,Spot C
Monday,0815 - 0830,cloudy,Spot C
Monday,0830 - 0845,cloudy,Spot C
Monday,0845 - 0900,cloudy,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,sunny,Spot C
Thursday,0715 - 0730,sunny,Spot C
Thursday,0730 - 0745,sunny,Spot C
Thursday,0745 - 0800,sunny,Spot C
Thursday,0800 - 0815,sunny,Spot C
Thursday,0815 - 0830,sunny,Spot C
Thursday,0830 - 0845,sunny,Spot C
Thursday,0845 - 0900,sunny,Spot C
Friday,0700 - 0715,cloudy,Spot C
Friday,0715 - 0730,cloudy,Spot C
Friday,0730 - 0745,cloudy,Spot C
Friday,0745 - 0800,cloudy,Spot C
Friday,0800 - 0815,cloudy,Spot C
Friday,0815 - 0830,cloudy,Spot C
Friday,0830 - 0845,cloudy,Spot C
Friday,0845 - 0900,cloudy,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,cloudy,Spot C
Monday,0715 - 0730,cloudy,Spot C
Monday,0730 - 0745,cloudy,Spot C
Monday,0745 - 0800,cloudy,Spot C
Monday,0800 - 0815,cloudy,Spot C
Monday,0815 - 0830,cloudy,Spot C
Monday,0830 - 0845,cloudy,Spot C
Monday,0845 - 0900,cloudy,Spot C
Tuesday,0700 - 0715,cloudy,Spot C
Tuesday,0715 - 0730,cloudy,Spot C
Tuesday,0730 - 0745,cloudy,Spot C
Tuesday,0745 - 0800,cloudy,Spot C
Tuesday,0800 - 0815,cloudy,Spot C
Tuesday,0815 - 0830,cloudy,Spot C
Tuesday,0830 - 0845,cloudy,Spot C
Tuesday,0845 - 0900,cloudy,Spot C
Wednesday,0700 - 0715,sunny,Spot C
Wednesday,0715 - 0730,sunny,Spot C
Wednesday,0730 - 0745,sunny,Spot C
Wednesday,0745 - 0800,sunny,Spot C
Wednesday,0800 - 0815,sunny,Spot C
Wednesday,0815 - 0830,sunny,Spot C
Wednesday,0830 - 0845,sunny,Spot C
Wednesday,0845 - 0900,sunny,Spot C
Thursday,0700 - 0715,sunny,Spot C
Thursday,0715 - 0730,sunny,Spot C
Thursday,0730 - 0745,sunny,Spot C
Thursday,0745 - 0800,sunny,Spot C
Thursday,0800 - 0815,sunny,Spot C
Thursday,0815 - 0830,sunny,Spot C
Thursday,0830 - 0845,sunny,Spot C
Thursday,0845 - 0900,sunny,Spot C
Friday,0700 - 0715,cloudy,Spot C
Friday,0715 - 0730,cloudy,Spot C
Friday,0730 - 0745,cloudy,Spot C
Friday,0745 - 0800,cloudy,Spot C
Friday,0800 - 0815,cloudy,Spot C
Friday,0815 - 0830,cloudy,Spot C
Friday,0830 - 0845,cloudy,Spot C
Friday,0845 - 0900,cloudy,Spot C
Saturday,0700 - 0715,sunny,Spot C
Saturday,0715 - 0730,sunny,Spot C
Saturday,0730 - 0745,sunny,Spot C
Saturday,0745 - 0800,sunny,Spot C
Saturday,0800 - 0815,sunny,Spot C
Saturday,0815 - 0830,sunny,Spot C
Saturday,0830 - 0845,sunny,Spot C
Saturday,0845 - 0900,sunny,Spot C
Sunday,0700 - 0715,sunny,Spot C
Sunday,0715 - 0730,sunny,Spot C
Sunday,0730 - 0745,sunny,Spot C
Sunday,0745 - 0800,sunny,Spot C
Sunday,0800 - 0815,sunny,Spot C
Sunday,0815 - 0830,sunny,Spot C
Sunday,0830 - 0845,sunny,Spot C
Sunday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,sunny,Spot C
Monday,0715 - 0730,sunny,Spot C
Monday,0730 - 0745,sunny,Spot C
Monday,0745 - 0800,sunny,Spot C
Monday,0800 - 0815,sunny,Spot C
Monday,0815 - 0830,sunny,Spot C
Monday,0830 - 0845,sunny,Spot C
Monday,0845 - 0900,sunny,Spot C
Tuesday,0700 - 0715,sunny,Spot C
Tuesday,0715 - 0730,sunny,Spot C
Tuesday,0730 - 0745,sunny,Spot C
Tuesday,0745 - 0800,sunny,Spot C
Tuesday,0800 - 0815,sunny,Spot C
Tuesday,0815 - 0830,sunny,Spot C
Tuesday,0830 - 0845,sunny,Spot C
Tuesday,0845 - 0900,sunny,Spot C
Monday,0700 - 0715,sunny,Spot D
Monday,0715 - 0730,sunny,Spot D
Monday,0730 - 0745,sunny,Spot D
Monday,0745 - 0800,sunny,Spot D
Monday,0800 - 0815,sunny,Spot D
Monday,0815 - 0830,sunny,Spot D
Monday,0830 - 0845,sunny,Spot D
Monday,0845 - 0900,sunny,Spot D
Tuesday,0700 - 0715,sunny,Spot D
Tuesday,0715 - 0730,sunny,Spot D
Tuesday,0730 - 0745,sunny,Spot D
Tuesday,0745 - 0800,sunny,Spot D
Tuesday,0800 - 0815,sunny,Spot D
Tuesday,0815 - 0830,sunny,Spot D
Tuesday,0830 - 0845,sunny,Spot D
Tuesday,0845 - 0900,sunny,Spot D
Wednesday,0700 - 0715,sunny,Spot D
Wednesday,0715 - 0730,sunny,Spot D
Wednesday,0730 - 0745,sunny,Spot D
Wednesday,0745 - 0800,sunny,Spot D
Wednesday,0800 - 0815,sunny,Spot D
Wednesday,0815 - 0830,sunny,Spot D
Wednesday,0830 - 0845,sunny,Spot D
Wednesday,0845 - 0900,sunny,Spot D
Thursday,0700 - 0715,cloudy,Spot D
Thursday,0715 - 0730,cloudy,Spot D
Thursday,0730 - 0745,cloudy,Spot D
Thursday,0745 - 0800,cloudy,Spot D
Thursday,0800 - 0815,cloudy,Spot D
Thursday,0815 - 0830,cloudy,Spot D
Thursday,0830 - 0845,cloudy,Spot D
Thursday,0845 - 0900,cloudy,Spot D
Friday,0700 - 0715,cloudy,Spot D
Friday,0715 - 0730,cloudy,Spot D
Friday,0730 - 0745,cloudy,Spot D
Friday,0745 - 0800,cloudy,Spot D
Friday,0800 - 0815,cloudy,Spot D
Friday,0815 - 0830,cloudy,Spot D
Friday,0830 - 0845,cloudy,Spot D
Friday,0845 - 0900,cloudy,Spot D
Saturday,0700 - 0715,sunny,Spot D
Saturday,0715 - 0730,sunny,Spot D
Saturday,0730 - 0745,sunny,Spot D
Saturday,0745 - 0800,sunny,Spot D
Saturday,0800 - 0815,sunny,Spot D
Saturday,0815 - 0830,sunny,Spot D
Saturday,0830 - 0845,sunny,Spot D
Saturday,0845 - 0900,sunny,Spot D
Sunday,0700 - 0715,sunny,Spot D
Sunday,0715 - 0730,sunny,Spot D
Sunday,0730 - 0745,sunny,Spot D
Sunday,0745 - 0800,sunny,Spot D
Sunday,0800 - 0815,sunny,Spot D
Sunday,0815 - 0830,sunny,Spot D
Sunday,0830 - 0845,sunny,Spot D
Sunday,0845 - 0900,sunny,Spot D
Monday,0700 - 0715,sunny,Spot D
Monday,0715 - 0730,sunny,Spot D
Monday,0730 - 0745,sunny,Spot D
Monday,0745 - 0800,sunny,Spot D
Monday,0800 - 0815,sunny,Spot D
Monday,0815 - 0830,sunny,Spot D
Monday,0830 - 0845,sunny,Spot D
Monday,0845 - 0900,sunny,Spot D
Tuesday,0700 - 0715,rainy,Spot D
Tuesday,0715 - 0730,rainy,Spot D
Tuesday,0730 - 0745,rainy,Spot D
Tuesday,0745 - 0800,rainy,Spot D
Tuesday,0800 - 0815,rainy,Spot D
Tuesday,0815 - 0830,rainy,Spot D
Tuesday,0830 - 0845,rainy,Spot D
Tuesday,0845 - 0900,rainy,Spot D
Wednesday,0700 - 0715,sunny,Spot D
Wednesday,0715 - 0730,sunny,Spot D
Wednesday,0730 - 0745,sunny,Spot D
Wednesday,0745 - 0800,sunny,Spot D
Wednesday,0800 - 0815,sunny,Spot D
Wednesday,0815 - 0830,sunny,Spot D
Wednesday,0830 - 0845,sunny,Spot D
Wednesday,0845 - 0900,sunny,Spot D
Thursday,0700 - 0715,cloudy,Spot D
Thursday,0715 - 0730,cloudy,Spot D
Thursday,0730 - 0745,cloudy,Spot D
Thursday,0745 - 0800,cloudy,Spot D
Thursday,0800 - 0815,cloudy,Spot D
Thursday,0815 - 0830,cloudy,Spot D
Thursday,0830 - 0845,cloudy,Spot D
Thursday,0845 - 0900,cloudy,Spot D
Friday,0700 - 0715,sunny,Spot D
Friday,0715 - 0730,sunny,Spot D
Friday,0730 - 0745,sunny,Spot D
Friday,0745 - 0800,sunny,Spot D
Friday,0800 - 0815,sunny,Spot D
Friday,0815 - 0830,sunny,Spot D
Friday,0830 - 0845,sunny,Spot D
Friday,0845 - 0900,sunny,Spot D
Saturday,0700 - 0715,sunny,Spot D
Saturday,0715 - 0730,sunny,Spot D
Saturday,0730 - 0745,sunny,Spot D
Saturday,0745 - 0800,sunny,Spot D
Saturday,0800 - 0815,sunny,Spot D
Saturday,0815 - 0830,sunny,Spot D
Saturday,0830 - 0845,sunny,Spot D
Saturday,0845 - 0900,sunny,Spot D
Sunday,0700 - 0715,sunny,Spot D
Sunday,0715 - 0730,sunny,Spot D
Sunday,0730 - 0745,sunny,Spot D
Sunday,0745 - 0800,sunny,Spot D
Sunday,0800 - 0815,sunny,Spot D
